iteration,cost_goal0,cost_goal1,cost_goal2
193,77.22155942843358,70.58000000000001,64.49046543558805
194,77.91024506101265,72.36000000000001,67.29900006234762
195,79.20944135290848,73.22000000000001,68.35852909985732
196,76.97422932167355,72.17999999999999,67.22747764345183
197,73.90881637342603,70.24,65.48760418488241
198,77.52155358671153,72.42,67.72150427099919
199,76.96256839057538,71.72000000000001,66.68342911480626
200,77.65911568288122,71.76,66.50494762873093
201,76.3269861750049,71.76,66.8428352705254
202,74.66813195922875,70.0,65.47702894453631
203,70.91615237994058,66.4,61.5973027680967
204,68.24425710674097,63.940000000000005,58.910476149606154
205,68.63160108188518,63.940000000000005,58.279062200426836
206,69.80725092071803,65.18,60.73288965489215
207,71.7690316541511,66.92,62.90989588121073
208,70.20952359791374,65.76,61.64658983636016
209,71.77421087320911,66.56,63.34088754960012
210,69.49094068182703,65.6,60.47231643161715
211,72.43705461374579,68.14,62.4032795921486
212,69.89809341559057,64.82000000000001,59.220833350761275
213,70.73824738581042,65.94,60.80194515655333
214,72.75270438034606,68.28,63.27447601944834
215,69.38867472981923,64.98,59.63392706120487
216,73.05526753364978,67.68,62.62911997418131
217,75.7869980840102,71.19999999999999,66.22429822668536
218,76.7676740282181,71.2,65.81003108152035
219,76.85277371972326,72.58,67.70218438161623
220,78.17734061932588,72.58,67.77488215866546
221,78.46525244999292,73.14000000000001,67.46034342050744
222,77.36085850183505,72.10000000000001,67.9691148733657
223,71.42731470709076,67.0,61.643491964800354
224,72.4313436151064,67.0,62.61198329683768
225,71.38356059858653,67.44,63.05873966696191
226,71.9412259235934,67.44,61.82059555082385
227,73.86249501604146,69.39999999999999,63.863430997997106
228,74.61042222080162,69.39999999999999,64.55189394792296
229,75.83327588745128,70.32000000000001,65.44808408439533
230,73.94590568572765,68.86000000000001,63.6162099757204
231,74.48491700973874,69.42000000000002,63.42285526949073
232,73.27496182701756,68.90000000000002,63.41870631988152
233,68.2609469683969,64.1,59.269106882500346
234,62.10415972769629,58.6,53.91495260474629
235,62.372324716971924,58.940000000000005,55.75179675128475
236,65.4820485583521,60.58,55.95280380727172
237,66.779327318732,62.46,57.18943098212981
238,68.39509058584028,64.60000000000001,59.46298235349049
239,72.1259057505914,67.04,62.11805429914515
240,72.35381242839736,67.58,62.54008992748615
241,68.9376799579468,64.12,60.14358097140011
242,72.14038240177172,66.82000000000001,61.95035441167748
243,69.26929086356806,64.26,59.798376150976445
244,65.83586654379523,60.7,55.49553454006012
245,66.74814648461972,62.86000000000001,58.15165306182187
246,67.64877345446733,64.12,60.47518337314666
247,69.25856126843682,64.2,61.024344728944776
248,68.11566510663984,62.879999999999995,58.87141533134455
249,65.32300956077901,62.00000000000001,56.794369007287216
250,65.82452184911857,61.580000000000005,56.6281588962749
251,66.99968791442839,63.62000000000001,58.91506737352796
252,68.39526443589641,64.22,59.89443031555568
253,68.5384161258707,64.22,59.676893955044896
254,69.5000470750019,64.86,60.17987632350824
255,70.1657238600554,65.76,60.639263180321464
256,68.80116668760671,63.480000000000004,58.698212107313815
257,69.2443842516074,65.5,60.54279174238223
258,73.05919456873823,68.26,64.0642668327922
259,72.34235519115587,68.41999999999999,62.53187079042907
260,76.29964186777342,70.08,65.15914892337014
261,72.98605706627279,68.49999999999999,63.59906637854694
262,71.77739708886425,66.66,61.860160315540625
263,70.51315569199207,65.14,59.887084105388915
264,68.8780315048335,65.04,60.394153337729136
265,67.61439693188632,63.38000000000001,58.73066793871428
266,64.92780683277923,61.38000000000001,56.84424280866989
267,66.06115754612556,62.78000000000001,57.60090893363993
268,68.12399298503776,63.84,59.52795425623009
269,66.73058673451034,62.239999999999995,56.967264129719815
270,69.61505606586019,64.83999999999999,60.55649981658416
271,69.28992720187418,64.22,59.6480840937683
272,69.24919721826744,64.22,58.67015443640356
273,69.80630018558175,65.46,61.01707284781337
274,74.09083014821955,68.8,63.97635606075026
275,74.18392356925288,69.94,65.26582483028952
276,78.81019174917165,73.17999999999999,68.2117537033309
277,75.5169872776066,71.21999999999998,65.1511211640771
278,77.46506716475166,71.82,66.1659287316781
279,75.92880510915788,70.97999999999999,65.90299493507696
280,77.08105193318393,70.98,66.29697125100755
281,72.80724430236477,68.38,63.851009304345254
282,73.19710017902547,68.38,63.11935204581811
283,73.63945952801397,68.38,63.89033506636102
284,73.0115434500005,68.38,62.185903424915836
285,80.63764367018105,74.74,68.9763542454899
286,78.57917439163685,72.58,67.86493795552984
287,75.56112995835203,70.97999999999999,67.00757791611429
288,77.08654357297056,71.53999999999999,65.46203520856224
289,73.99640101511228,68.9,63.724003968585016
290,71.42439666234787,67.06,63.02663608286301
291,71.76050098470604,67.06,61.13167165439693
292,65.51900388129428,61.64,56.24136825477822
293,66.5009842567733,61.64,56.35174777225321
294,67.26767751113805,63.08,58.810200124470214
295,64.37269181154193,60.059999999999995,56.40570091502647
296,62.934248903061025,59.52,56.193796706819136
297,63.54588027091455,59.44,55.53657705797521
298,65.40626114853961,61.72,56.905921228809184
299,64.9554268084248,61.14,57.55710133745027
300,68.75664399555404,64.36,59.57301354093578
301,67.48995203977039,62.74,57.719558952177614
302,65.62952807868878,61.540000000000006,56.67281065261679
303,66.97254452534533,61.540000000000006,56.9125365619907
304,66.05781851069744,61.24000000000001,55.7730109499625
305,70.21309832072392,64.7,60.35960831725191
306,71.73062084623106,67.06,61.956715673491566
307,69.15363712819469,65.2,60.455262658405815
308,67.02489218335586,62.919999999999995,59.7424748455673
309,65.76481993963216,62.24,57.89800129949123
310,65.06488274400469,60.58,55.83799326746342
311,63.40302776313021,59.620000000000005,56.72781067199099
312,65.02104910195797,60.81999999999999,56.29170486020523
313,64.06442578305129,60.81999999999999,57.25192896966355
314,65.94987908622569,62.019999999999996,56.79337925961177
315,66.17030327455765,61.78,57.480736538007676
316,67.59494615683808,62.58,58.5516733190546
317,62.677793800384265,58.88,53.874388671582814
318,62.347884354177936,57.81999999999999,55.22559841705152
319,61.394278916452194,57.459999999999994,52.878902139904284
320,59.58155181537761,55.12,50.94320564610762
321,61.47688431016223,57.279999999999994,52.85592573377796
322,65.24046516214686,60.88,56.53840988708115
323,63.758741544290025,60.12,56.22282348364375
324,61.49857450793863,57.07999999999999,52.47174350406965
325,61.04913653211575,56.29999999999999,52.20222765132502
326,57.42891701231074,53.99999999999999,50.41964612399647
327,57.16455087862224,54.0,49.55728328239939
328,56.88241144520122,54.0,49.17347173148247
329,61.111608311015594,56.28,52.56770998398331
330,61.50180170845542,57.84,54.44388173018483
331,60.071675682850596,56.400000000000006,52.05280385885572
332,64.83524726580771,60.14000000000001,55.7982767846287
333,64.080101449843,60.14000000000001,56.14221266042239
334,68.17540725203854,62.64,58.20431310936449
335,58.759807574925105,55.94,53.49549113377485
336,61.030453467700475,57.52,54.139631467068966
337,62.61496431616632,57.9,53.00144543528861
338,60.371297694687655,57.2,53.32644178671238
339,60.74496187086376,57.2,54.05673376398601
340,59.49032335238109,56.400000000000006,53.00935658742837
341,65.77900823475358,61.14000000000001,56.45587307257177
342,66.52505354643596,61.14000000000001,56.502079891286044
343,65.67605767775933,61.14000000000001,55.665670772919405
344,65.53958640322486,60.080000000000005,55.07947580386141
345,67.20042338617868,61.14000000000001,57.1883066412483
346,66.0779297836717,61.34000000000001,57.26184677317718
347,68.44239543981944,63.74,58.72565536490625
348,65.34510738914922,60.160000000000004,55.78619770786454
349,66.89816633389283,62.019999999999996,57.58858013949856
350,62.13912906296355,58.019999999999996,53.50946220296077
351,64.77648588093899,61.28000000000001,56.99861564565257
352,65.26093170859542,61.38000000000001,58.24634337817721
353,71.41490501060699,65.28,61.21381091021823
354,72.58753522112096,67.44000000000001,62.90716400288596
355,68.98853293073641,63.68000000000001,58.742854630136854
356,65.27327598086801,61.32000000000001,56.86230978101441
357,67.4931796141022,62.96,59.202113069478685
358,68.49571792253431,63.52000000000001,59.10811759374055
359,71.05246963319142,65.98,61.828621639975026
360,72.78281861824114,68.36,63.28343038121305
361,75.76604428447258,71.06,65.26321396468262
362,75.0005102598703,70.48,65.3181923577085
363,75.84472436786425,70.48,64.96460801900903
364,75.68888846066454,69.9,64.74725952072978
365,74.33868596282903,69.54,63.8558732873757
366,70.55479002791931,65.68,61.98801316660535
367,68.87422097394241,64.46000000000001,59.43157788788258
368,73.49836587953564,68.94000000000001,63.78824075664279
369,78.09698702940065,74.38000000000001,68.15050216200791
370,80.2385520888524,74.12,68.70632728790507
371,77.5945201275227,72.5,67.11839279305372
372,73.32159546472543,68.9,63.68278142554567
373,77.88624584487661,72.14,67.41901837088287
374,76.89702201321289,72.98,68.3285714730849
375,81.18842714663265,75.52,69.88882681823226
376,80.26465922972116,76.02,69.33712502462083
377,82.77909302920743,76.39999999999999,70.48270292134478
378,81.44726688337644,75.8,70.61108176716208
379,82.00419927688918,75.42,70.43763286536856
380,79.65146206852538,74.52,68.11617351575129
381,81.45873750819061,75.52,71.51423663072103
382,79.3971816303953,74.28,69.2187114147118
383,79.66059901736817,75.04,70.58672058983359
384,78.0382820893134,72.54,67.63670915992554
385,82.97646986977612,76.76,71.08842823959668
386,83.37365409788188,77.12,71.48716832421138
387,83.11778993522188,78.02,73.09066901408357
388,85.5436828836393,80.52,74.59815038199605
389,86.14998036188618,80.52,76.54228739691848
390,88.88378379996702,83.16000000000001,76.13511444028848
391,85.98221778849393,81.06,75.59738130368511
392,89.49136293590202,83.0,76.43065426698664
393,91.56687353515143,85.2,79.12052987280006
394,93.673621323267,87.08000000000001,81.34548898963746
395,91.67041586755455,86.02000000000001,79.78723745176708
396,91.60556688493939,85.39999999999999,78.7977159465143
397,93.02166996801553,86.48,80.31761873705832
398,94.31798497844741,87.64,80.95652814238868
399,92.29178626944613,85.44,80.50375484116046
400,95.8011319391869,89.34,83.57773730671295
401,92.17012687341155,85.66,80.03854594138643
402,94.28917109808788,87.96000000000001,80.72325206633293
403,91.43577038210373,85.94,79.64796897150035
404,94.06957832385328,87.56,81.50947571922815
405,92.39952002312019,86.96000000000001,80.65320103911597
406,95.82324779741303,89.80000000000001,82.62596441169887
407,93.32847364511484,87.02000000000001,81.65866993260849
408,89.18188386418925,85.0,79.20847881261507
409,89.01134848680756,83.52,78.37753523228822
410,89.41390343953964,83.66,76.38320800530796
411,86.58105863273762,80.96,76.15913125541233
412,87.37617848357326,81.60000000000001,75.08682589790564
413,91.04436287683646,84.64000000000001,78.71785865474784
414,90.47435072078878,84.56000000000002,77.96373912662588
415,92.95363494852347,86.76000000000002,79.93610915794244
416,92.90684144002715,87.56,81.80907457510793
417,94.17619551589284,87.56,82.28985217389268
418,91.27251243786392,84.64,79.3313797658859
419,85.27709396212487,79.2,73.41709052937934
420,89.1968124951127,82.52,75.626388644482
421,90.11324696272224,84.28,78.31807700927111
422,92.18314521458683,86.68,79.82659665208409
423,90.4989635521019,82.96000000000001,76.89572709828383
424,88.71359306115544,82.72,76.62339401458654
425,84.03447939008429,79.38,73.80933957219438
426,86.61619885550172,80.02,75.28977420173577
427,85.65649485200117,79.64,73.68993061487167
428,92.77463874947263,85.74000000000001,78.6773887060722
429,92.19109170843656,86.14,79.67593365491818
430,94.22624183045629,88.38000000000001,82.7368877284826
431,94.65252402674668,88.14000000000001,82.3941464474599
432,94.10268867916129,88.8,83.68037833448693
433,96.94366952381446,90.82,85.29377053030079
434,96.2897636469964,90.82000000000001,84.55558763272315
435,94.89601206614056,88.30000000000001,81.5057435180198
436,92.15567583017273,86.36000000000001,81.73739274045406
437,91.82211422735863,84.80000000000001,78.39567971598018
438,86.31343975856709,79.94,73.50150863778121
439,84.73231555394305,80.12,74.9875929733522
440,83.29832399209911,77.9,71.80462877650744
441,85.79768441798107,79.48,73.17647540450274
442,83.32328596228112,77.53999999999999,72.9369585390132
443,81.36786804741524,76.18,71.22659806908324
444,82.86044089938605,76.10000000000002,70.78568430763497
445,83.94996836927581,77.92000000000002,73.65657762873688
446,83.52173648261777,77.98,72.67401156547649
447,80.07883108859684,74.5,69.28008753406856
448,79.94692098651493,74.48,69.51671734656871
449,85.20250112598879,79.56000000000002,73.87686017770288
450,86.45189863143051,81.06,75.38498481909804
451,87.17626301786225,81.06,75.3483921755982
452,84.17247631038028,78.67999999999999,72.59304797278573
453,87.85444434840181,81.96,75.8853469090131
454,84.60448900160125,77.84,72.02392528745416
455,82.88818831625261,77.84,72.41139150922568
456,80.16446136397067,75.0,69.25719151263262
457,79.38912445155582,74.24000000000001,68.56362615806817
458,80.20898783434706,74.24000000000001,68.09436286997894
459,80.94016241175188,75.39999999999999,69.04051088698131
460,79.39394169010669,73.44000000000001,68.42576999448502
461,81.08649989306986,75.46,69.76924016772828
462,80.07443307690527,74.1,68.9069252148015
463,77.48699471366743,72.18,66.59848466820264
464,74.1438931794499,69.4,64.41700874964658
465,71.59640591675245,67.06,61.70576353763355
466,73.15401574258507,69.0,63.94148950414587
467,74.84391180362493,70.46,66.3087137821877
468,77.36247887680568,72.05999999999999,66.48713457912896
469,77.26476950726185,72.46000000000001,67.31892010980056
470,76.3247109996259,71.14000000000001,65.02050154451706
471,75.64299173021777,70.56,66.40103300699909
472,72.94058935516969,68.36000000000001,63.525140100764375
473,76.57627236244667,71.1,65.87324272747223
474,77.63337314162587,71.92,66.57265384118394
475,79.99786910241086,73.74000000000001,66.96110905287814
476,79.35282722073994,73.94,68.9035843042313
477,77.84382545239437,73.94,68.47191771672148
478,76.3934236753314,71.04,65.8982253648121
479,76.76771190384522,71.06000000000002,65.98919397975082
480,75.70059829674886,70.60000000000001,64.96246752265087
481,75.75425728400387,70.06,65.87103289860701
482,72.83911724442785,68.32000000000001,63.68716627056343
483,71.52034159607129,66.96000000000001,61.9708111055009
484,74.7428264505374,69.28,64.34005756670325
485,73.0754822305615,68.42,62.91549776228237
486,75.73639017447651,70.76,65.37262372510996
487,76.34828053499855,70.98,66.09944298147768
488,78.88955395465389,73.71999999999998,68.86785516687104
489,79.87975667442173,74.99999999999999,68.71315141376488
490,79.88105902548368,74.38,68.86805705963425
491,76.69105053974113,70.61999999999999,65.75376624900632
492,77.25776811870237,70.61999999999999,65.51126086869581
493,83.67888941503149,77.2,71.07081409095356
494,83.5287840149117,77.75999999999999,72.54043072637029
495,82.8175617513385,76.85999999999999,71.61684094581533
496,81.56509091643336,76.5,70.69130735096442
497,87.20515850735926,80.6,74.22027593577192
498,86.05470173773419,80.19999999999999,74.13830462314792
499,81.94051452309549,76.44,71.00540522079919
500,76.5600489900085,72.72000000000001,67.86619888873027
501,82.27040678740899,76.18,70.46915452154606
502,81.28473542868068,76.16,71.05062612761067
503,79.45530433620966,74.6,68.6188455848303
504,80.97534730447896,75.83999999999999,70.2697922363242
505,83.51269876351185,78.43999999999998,72.30642989762997
506,85.04784391302287,78.44,74.17801189414666
507,85.7645959327372,80.14,75.25183253146425
508,87.22327658661696,80.9,74.2044275330128
509,87.70611920641136,82.46000000000001,76.05299232772724
510,90.57969897314746,84.94000000000001,78.6125373778428
511,94.39637318950497,87.20000000000002,81.34892085486221
512,95.9740116437785,89.60000000000001,82.78043585410491
513,97.17082252097316,90.32000000000001,84.38697762302446
514,98.30755953813843,91.72000000000001,85.08133476723903
515,97.87699235300694,92.08,85.8631632578838
516,95.34241990337011,89.3,83.37073046964022
517,98.17815910861773,91.38000000000001,85.2757668817781
518,94.04505419695383,88.22000000000001,81.75391335431038
519,96.32744491209176,89.6,83.93613406245503
520,96.46236516813507,90.55999999999999,83.44829327992241
521,96.09404784216711,89.29999999999998,83.84728922643171
522,99.02031972479061,93.1,86.4740016183298
523,97.12802792912875,90.74,84.40619215182143
524,95.86651784773865,90.7,83.57733675342352
525,95.88867893850816,88.88000000000001,82.38253814618666
526,93.98670875223635,87.0,80.69734243100747
527,93.63232865759086,87.0,80.80406025470171
528,91.43220391415917,85.6,80.38742169801068
529,93.06793595186926,86.94,80.86533983637668
530,90.84480894195183,84.85999999999999,78.4403896463217
531,90.40866985148311,84.64,77.52648016393782
532,89.46087429028336,83.44,77.01916713039672
533,88.43452655693049,82.02000000000001,76.75726312445681
534,88.26280994693825,81.92,75.01417269524573
535,86.7488715043014,81.08,73.68391204071574
536,83.36079204396128,78.74,73.88001960456116
537,85.72536107258688,80.39999999999999,75.38450920782795
538,86.99123203684074,80.2,74.30835327938442
539,87.49275476059886,82.0,76.06071042742035
540,89.55305768737098,82.88,78.29987117266961
541,89.87312482543844,84.17999999999999,77.43780520964184
542,92.01999297933887,86.22000000000001,80.63452032076941
543,86.72313681947882,80.44000000000001,74.77613787889622
544,83.62620004065492,77.7,73.6476091677398
545,82.48192681619331,77.04,71.88067323071748
546,83.0370184298559,78.02000000000001,72.25516143302389
547,83.74962459927978,77.86,72.81333732492085
548,85.47904549027085,79.68,73.60865924492464
549,86.24197120505686,81.68,76.93424743392474
550,87.64953170320284,82.12,76.14766632604477
551,85.79378874266274,78.66,72.3276057847689
552,87.15619060791207,80.97999999999999,75.83521415478138
553,85.02011603221526,79.38,74.09709437886852
554,85.84521941217784,80.14,73.62199026316394
555,82.60486228680699,77.53999999999999,71.94082034295084
556,82.91520322533934,77.88,72.37145665716267
557,85.97243024736547,79.52000000000001,73.75199767903156
558,83.53656564614928,78.76,73.80323801319501
559,80.31190415475292,75.8,70.73094162736491
560,79.72156438075201,74.04,68.04799427643091
561,76.13230509658491,70.7,66.43804013573526
562,74.59028972245486,69.82000000000001,63.57418895649908
563,78.16132293170243,72.10000000000001,66.81502291984562
564,76.92586831278845,71.02,65.33238095802156
565,78.50993572546277,73.42,67.98105446128345
566,78.2793606655333,73.42,67.37731457861341
567,75.26241086945782,69.88,64.24382417403515
568,78.02339051548346,72.06000000000002,67.20835193402422
569,75.0695108863176,70.62000000000002,64.75119445688877
570,79.74855671201142,73.96000000000001,68.07334625622003
571,78.28930914491961,73.36,67.12763366497471
572,74.32926380782548,69.36,63.97553596313392
573,77.82711470400355,72.32000000000001,66.99743510661357
574,78.74508523691266,73.96000000000001,69.46398139074229
575,81.86706218839903,76.60000000000001,70.86522168059314
576,87.48558256960119,81.42,75.93014648743454
577,87.71826133008167,81.55999999999999,75.88152031893488
578,86.78810221395038,81.76,75.60496554125777
579,83.43682534017304,78.02,73.18158601500093
580,84.25682363421066,77.94,72.39342550957372
581,84.29507947024516,77.94,72.65993856540666
582,83.51728664612853,77.72,71.69872394064222
583,82.85497184212632,77.72,72.50750489686773
584,85.2466647465415,78.52,72.71695413672232
585,87.88365738458307,82.22,76.27645661499876
586,92.70773185899465,85.82,79.65118915122957
587,91.0491395612337,85.36,81.0142692977631
588,89.25565541572092,82.82000000000001,77.4978336570576
589,87.98511701147213,82.10000000000001,76.4031208904033
590,90.87865371430308,85.28000000000002,78.83197841677556
591,91.38124100606012,84.52000000000001,78.49434027889593
